Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);Bayer (EUR);BP (EUR);BMW (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);Einhell Ger  Vz I (EUR);E.ON (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);Novartis (EUR);NVIDIA (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);Rheinmetall (EUR);RWE (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
08.09.2021 00:00:00;89,98;114,02;121525;149,10;65,15;46,50;3484;78,91;85,02;49,59;5638;10796;18038;51,48;;11,04;19,11;28,23;45,79;75,15;189,50;112,3717;11658;36,25;45,36;267,15;57,6705;200,30;319,40;254,00;;18,91;21,64;39,33;;50,3364;77,88;32,78;124,00;16,77;141,14;212,7333;;279,40;153,30
09.09.2021 00:00:00;89,9;114,44;121275;147,25;64,65;45595;3444;78,47;85,40;49,56;5,51;10792;17752;51,04;;11106;18,80;28,19;45775;73,85;188,45;111,5595;11,66;36,65;45195;264,30;57,3683;204,50;320,05;251,10;;18754;22,06;38,92;;49,9758;77,36;33,11;123,34;16,69;143,24;212,6667;;278,40;157,55
10.09.2021 00:00:00;89,16;114,2;119275;146875;64,45;45845;3456;78,61;85,80;49,20;5451;10778;17334;51,78;;10998;19,23;27,98;45725;73,05;190,50;110,9384;11562;37,39;45565;264,90;57,6705;203,10;320,45;250,30;;19058;22,22;38,55;;49785;76,84;32,80;123,10;16698;145,30;207,80;;279,60;155,90
13.09.2021 00:00:00;88,5;115,02;120375;146,25;65,78;46235;3,55;81,79;85,38;49085;5,53;11096;17512;51,04;;11,10;19656;27,90;46815;73,05;189,10;111,8939;11,78;37235;46,55;263,50;60,4155;202,40;318,75;251,20;;18708;21,93;37,74;;47,9293;78,76;33,11;123,02;17024;146,72;209,5333;;284,00;155,90
14.09.2021 00:00:00;89,71;112,82;120725;146,15;65,50;46015;3,53;81,82;88,50;48,85;5429;10,92;17464;50,48;;11154;19,62;28,01;46,25;73,05;186,85;109,8873;11716;37,81;46,21;266,10;60,9192;199,60;319,00;254,15;;18852;22305;37815;;48,3641;77,30;33,24;122,38;17044;147,26;209,9333;;281,00;154,30
15.09.2021 00:00:00;89,13;113;122,2;146975;65,00;45535;3,63;83,61;85,00;48755;5371;11008;17494;50,82;;11108;20,69;28,02;47765;73,10;187,35;110,9862;11718;37975;46,65;264,20;61,3054;197,20;316,05;257,90;;18882;22875;37,88;;47,9187;77,86;32,74;122,16;17,50;147,08;213,4667;;282,00;157,50
16.09.2021 00:00:00;90,76;115,08;122;148,00;65,45;45,77;3,61;82,90;85,46;48,80;5,38;11,12;17498;50,78;;11,00;20,20;27,64;47,50;73,75;186,00;110,8428;11858;37,60;46695;266,30;60,6926;196,55;316,75;259,30;;18896;24,34;37,83;;48,8094;78,40;32,60;122,92;17,40;150,20;214,5333;;279,60;155,10
17.09.2021 00:00:00;88,51;113;120025;147,65;63,60;45535;3572;80,79;83,64;48,49;5471;11,02;17,40;49,31;;10812;19768;27,89;47,04;73,00;186,60;110,5084;11734;37,05;46,09;265,90;59,9371;196,90;311,25;255,75;;18614;24,50;37,45;;48,8943;78,04;32,09;122,02;17178;149,32;215,6667;;272,00;153,40
20.09.2021 00:00:00;86,42;111,6;118,45;143,00;61,92;45,20;3544;77,80;81,04;47,70;5063;10,22;16892;47,85;;10772;19544;27,13;45,59;72,70;183,10;109,4573;11,32;35,69;45175;262,90;57,8384;195,45;303,20;251,25;;17976;22,66;37,70;;49382;79,46;32,00;118,50;16864;142,00;207,1333;;261,20;148,65
21.09.2021 00:00:00;87,59;113;118625;142675;62,70;45,70;3598;78,95;82,84;47205;5,15;10,13;17,25;47,58;;10,90;19882;26,89;46015;72,85;183,80;108,5017;11354;36,50;45,20;257,00;58,0903;201,60;305,40;251,90;;18164;22,71;37,53;;49,5093;79,82;32,01;121,24;17516;145,84;210,4667;;263,00;152,05
22.09.2021 00:00:00;89,46;115,6;119875;144,50;63,80;46,60;3666;81,48;82,36;47,48;5299;10,48;17448;48,51;;10932;20,47;27,11;47,46;73,65;184,70;110,2695;11,56;36885;45,70;260,35;60,5079;197,60;292,80;255,25;;18766;23415;37565;;49,4457;81,40;31,96;121,32;17704;149,92;214,3333;;266,80;155,70
23.09.2021 00:00:00;90,57;117;120275;145475;64,04;46645;3704;81,20;83,40;48375;5398;10624;17,65;49,37;;11,03;20385;27,42;48645;73,30;187,25;111,3684;11874;37,75;46,00;262,05;61,2382;198,05;294,30;255,35;;19166;24535;37,63;;49,6259;81,88;32,12;122,86;17912;150,18;214,0667;;269,80;153,15
24.09.2021 00:00:00;90,52;115,92;121325;146,15;63,65;46,65;3,72;81,60;82,30;48,49;5479;10,84;17492;48,50;;10998;20,37;27,60;49,30;73,75;187,90;112,1806;11946;37,52;46,34;264,70;62,3127;195,05;301,45;255,50;;18884;24,42;37,55;;48,9473;82,88;32,03;121,26;17918;148,26;220,20;;267,80;154,40
27.09.2021 00:00:00;92,3;117,98;120675;145525;64,79;47,40;3876;82,95;82,36;48105;5659;11112;17576;51,00;;10,85;21,00;27,34;50,68;75,20;186,85;113,2317;12428;37,70;46675;264,50;63,6307;189,05;302,50;251,60;;18534;23,50;37195;;47,6218;83,76;32,16;121,40;18796;147,56;225,7333;;275,00;152,40
28.09.2021 00:00:00;87,05;113,94;116,3;141875;65,10;47155;3,90;82,77;81,32;47465;5615;10932;17366;51,28;;10,82;21,75;27,85;51,27;75,80;184,80;112,6584;12258;35,69;46245;265,25;64,2938;183,60;291,65;242,20;;17738;21655;36845;;46625;83,14;31,68;117,90;19038;143,60;221,80;;272,00;151,05
29.09.2021 00:00:00;86,38;116,7;115,75;142375;66,00;47185;3,89;84,49;80,20;47935;5,75;10982;17506;50,88;;10762;21,45;27,72;51,68;75,85;185,50;114,8083;12684;35,36;46165;256,75;64,8395;184,80;292,75;244,50;;17,70;21,08;37,58;;47,2825;83,80;31,47;117,66;19144;143,42;225,10;;275,00;157,55
30.09.2021 00:00:00;89;115,56;115,4;141,95;65,50;46,90;3914;84,62;80,68;47005;5706;10988;17,39;49,87;;10,58;21985;27,58;50,97;74,75;183,75;115,4772;12,64;35,72;46095;258,55;64,5541;188,40;293,10;243,35;;17,94;20,77;37155;;47,4309;84,98;30,77;116,54;19,37;141,80;223,3667;;270,00;160,70
01.10.2021 00:00:00;88,53;117,16;117625;141,75;65,14;46,98;3946;84,36;79,76;47625;5643;10886;17438;50,26;;10,77;22625;27,46;52,55;73,75;186,60;118,2005;12,64;35045;46,40;253,20;65,4775;184,65;295,65;249,10;;17898;20,98;37095;;46,8371;85,24;30,84;117,26;19,55;138,72;222,80;;269,20;160,15
04.10.2021 00:00:00;86,15;114,6;115025;137325;64,70;46,89;4,03;83,46;80,36;46575;5,70;10636;17,37;50,20;;10,91;22,85;26,99;53,28;73,55;183,95;118,3916;12,08;34035;45,89;256,75;64,9738;183,15;281,05;243,95;;16958;19,96;36485;;45,9782;84,60;31,50;114,70;19,68;136,52;224,20;;267,00;157,80
05.10.2021 00:00:00;87,99;114,56;117,25;138,90;64,33;46,41;4134;83,73;81,74;47315;5859;11014;17152;50,96;;11,05;23,00;27,08;53,18;73,55;186,25;118,1527;12426;35705;46,60;253,25;64,4869;187,10;286,80;249,00;;17642;20,01;36475;;46,6462;84,14;32,00;115,58;20175;138,24;224,70;;267,80;160,45
06.10.2021 00:00:00;89,75;114,26;119,05;141,20;62,73;46635;4068;82,08;81,22;46,47;6009;11046;16,76;49,64;;11,12;22205;27,38;52,30;73,35;185,65;117,2927;12442;35,55;46,74;257,00;63,5383;187,35;289,00;253,90;;17884;20,33;36,24;;46,8583;83,80;32,04;117,34;19664;135,76;225,20;;257,20;155,50
07.10.2021 00:00:00;92,37;114,24;120,5;142,90;63,32;47,42;4074;83,53;81,70;47615;6,14;11,33;16,87;51,00;;11032;22,25;26,68;52,69;73,85;189,15;117,1494;12562;35,99;46,88;256,00;65,7881;186,55;284,75;254,90;;18266;20,51;36,97;;47,0704;84,70;31,85;117,50;19842;137,64;228,8333;;268,60;155,90
08.10.2021 00:00:00;90,8;113,52;120,75;142,25;63,69;48,20;4164;84,27;81,90;47,65;6266;11,41;16796;50,72;;10,84;22,74;27,15;53,92;73,85;188,35;118,5349;12,66;35,71;46495;259,35;67,7272;186,70;285,40;255,00;;17976;20,31;36685;;46,5296;85,54;31,10;117,28;20125;137,68;226,50;;269,60;155,00
11.10.2021 00:00:00;90,9;112,8;120325;140575;64,16;48,60;4196;85,97;79,98;47575;6342;11398;16688;50,42;;10,26;23,00;27,19;53,35;72,55;188,10;117,8661;12654;35775;46,30;255,45;69297;183,60;281,95;254,90;;17924;20,39;36435;;46,9007;85,56;30,02;116,86;20,47;135,84;228,6333;;267,40;155,50
12.10.2021 00:00:00;91;112,94;118,4;140875;64,40;47935;4,21;86,50;80,46;47,06;6,37;11362;16428;49,91;;10478;23,00;27,55;53,05;72,50;186,45;116,3372;12776;35265;45,21;255,05;69255;188,85;280,95;253,65;;17908;20,50;36,15;;47,0492;86,36;30,41;116,48;20,47;136,40;232,90;;265,00;154,25
13.10.2021 00:00:00;93,93;112,94;118525;141,60;65,06;47,15;4,20;85,69;81,84;47,18;6,05;10978;16,35;49,19;;10,49;23,21;27,31;52,71;72,35;186,05;115,9072;12,58;35,91;45,04;256,00;68,5163;192,50;280,10;255,55;;18,02;20785;35,72;;46975;86,48;31,03;122,40;20,38;137,10;233,0333;;270,80;158,95
14.10.2021 00:00:00;96,64;113,14;121,7;142,15;65,33;47935;4248;86,64;82,30;48,00;6,10;11138;16614;50,56;;10,41;23,70;27,31;53,47;72,65;188,10;118,0094;12,83;37,05;46,33;260,00;69,8007;192,80;283,10;261,05;;18748;21005;35,84;;47,2507;86,52;30,77;125,00;20,80;141,14;235,0667;;275,40;158,00
15.10.2021 00:00:00;96,76;114,92;121,8;146,85;65,02;47985;4,34;87,71;83,12;47,51;6,14;11416;16,58;51,14;;10,64;23505;27,11;53,99;72,05;189,40;118,9649;12992;37,00;46,90;265,55;70,2456;192,80;280,15;262,10;;18862;20635;35,74;;47,1976;86,38;32,09;125,40;21035;141,00;242,00;;275,00;153,90
18.10.2021 00:00:00;100,12;113,02;122,9;148525;64,26;46,75;4304;86,68;82,42;47565;6202;11422;16496;50,98;;10592;23,80;27,36;53,90;72,15;190,50;117245;12,99;37,61;46,92;266,25;68,7849;194,05;288,95;264,75;;19,15;20,90;35595;;47,7172;85,48;32,01;125,02;20845;139,96;249,90;;269,60;152,50
19.10.2021 00:00:00;99,79;112,38;123025;148,00;64,00;47,49;4,31;85,71;82,24;47955;6364;11492;16454;50,70;;10728;23965;27,61;54,56;71,30;189,85;116,6716;13,05;37805;47,44;265,40;69,0032;195,30;292,00;264,70;;19,16;21,18;36165;;47,8445;85,02;32,42;124,46;21,15;140,88;247,50;;266,40;151,00
20.10.2021 00:00:00;99,98;112,62;121,55;146,55;63,57;48225;4324;84,84;82,08;48285;6297;11,54;16,62;52,00;;10794;24345;28,40;54,78;70,95;191,60;116385;13148;37505;47,52;267,40;68,4995;198,40;292,30;263,55;;18964;20,77;36745;;48,3747;84,08;32,79;123,58;21275;142,14;247,1667;3,84;269,00;151,40
21.10.2021 00:00:00;102,54;111,42;122,1;147,80;63,30;48,30;4,22;84,32;82,14;47,96;6358;11606;16522;50,60;;10,85;23895;28,21;54,02;71,35;191,80;105,5873;13,12;37,99;48,20;267,40;68,5331;204,20;294,35;267,55;;19516;21,30;36,84;;49,0321;83,62;32,76;120,60;20945;138,88;256,4333;3765;274,80;149,55
22.10.2021 00:00:00;102,8;110,86;118,2;143,35;63,05;48345;4,23;85,83;82,96;47,37;6401;11684;16,43;50,32;;10,91;23,69;28,06;54,27;71,75;187,25;104,9662;13066;38,50;42,54;268,00;68,8017;203,40;279,00;265,60;;19,50;20,93;37,08;;49,0427;84,42;33,22;121,44;20795;139,86;260,5333;3555;277,80;150,95
25.10.2021 00:00:00;105,6;108,28;118525;142,90;63,52;48,75;4258;87,64;82,22;47,41;6,52;11666;16,32;50,64;;10856;24105;28,27;55,40;70,95;187,65;105,1096;13136;39,13;42525;269,95;69,7587;203,70;283,00;265,10;;19892;21935;37,18;;49,7108;83,86;32,70;124,20;21,19;139,34;293,90;3,61;284,40;153,10
26.10.2021 00:00:00;106,08;110,12;120375;145,50;64,00;48915;4272;88,31;82,58;48085;6,45;11,90;16346;50,70;;10938;24,10;28,21;56,75;72,15;189,35;104,9662;13116;39125;41695;273,20;69851;202,10;272,50;267,45;;21,28;22015;37,65;;50,2409;83,36;33,15;125,00;21085;141,36;292,6667;3,59;294,00;152,50
27.10.2021 00:00:00;105,22;109,36;126,1;146,25;63,47;48,63;4212;88,69;82,18;48385;6276;11038;16268;48,36;;11088;22,53;28,35;55,28;72,00;186,25;103,2463;13064;39315;41,30;273,00;69,8762;202,90;269,35;279,00;;21075;21,61;37,04;;49,1487;84,18;33,46;124,88;21,45;140,22;298,0667;3,47;287,80;155,70
28.10.2021 00:00:00;103,8;111,62;124775;147325;62,85;48,88;4156;87,94;82,40;48,08;6182;11,12;16078;48,24;;11166;22,17;28,15;55,17;71,70;185,65;102,6729;13066;40,05;41,17;275,00;69,9098;205,50;271,05;278,10;;21,35;21,92;37,00;;49,5623;82,46;33,73;126,08;20295;139,84;307,2667;3,45;284,80;154,30
29.10.2021 00:00:00;104,3;110,88;128075;145725;62,30;49075;4158;87,50;82,24;48,38;6278;11,07;16,15;48,33;;10978;22,07;28,40;55,94;72,30;188,60;103,3896;13,03;40,35;42415;272,80;72,0672;204,60;279,95;286,75;;22,15;22405;37,86;;51,2271;84,38;33,38;125,00;19,93;140,60;321,0333;3505;281,20;156,95
01.11.2021 00:00:00;108,76;109,84;123,9;142875;63,12;49,54;4,25;88,37;82,86;48685;6384;11358;16306;49,92;;11132;22,74;28,01;56,48;73,15;189,25;104,0585;13468;40875;42,67;276,80;73,2844;208,10;285,50;284,85;;22,25;23175;37,74;;50962;84,94;33,81;126,20;19948;140,90;350,00;3455;288,60;152,40
02.11.2021 00:00:00;110;110,1;125625;142,90;62,20;50,20;4036;88,73;84,64;49735;6375;11314;16,40;50,40;;11,17;22315;28,15;55,84;73,80;190,75;103,8674;13392;41,17;43055;279,10;72,9822;209,90;283,50;288,10;;22,85;22415;39,41;;50,4954;84,38;33,43;126,94;19582;144,80;335,5333;3,37;289,80;152,75
03.11.2021 00:00:00;111,52;109,3;126275;145725;62,72;50,33;3978;90,00;85,80;49,66;6442;11,48;16,75;51,20;;11,18;22,19;28,11;55,02;74,65;191,60;104,9662;13498;42,15;43455;283,20;73,0745;218,00;285,75;287,95;;22,84;22,47;38,63;;52489;85,28;33,27;128,28;19316;144,98;346,20;3,47;292,00;158,50
04.11.2021 00:00:00;118,04;109,44;128,35;150125;61,94;49,80;3,98;89,99;82,94;49415;6,56;11,07;16586;49,41;;11,25;22,47;28,51;55,70;74,70;193,00;104,70;13364;42,05;43,54;284,25;72,6548;217,90;291,40;291,70;;25685;22,91;37,82;;50,9196;85,98;32,79;128,26;19494;145,80;352,9333;3515;294,40;160,50
05.11.2021 00:00:00;118,8;113,28;128825;151875;62,20;49,71;4,01;91,59;79,98;49,34;6,72;11102;16848;50,58;;11,09;22805;28,06;56,26;75,35;195,85;107,10;13252;42885;43975;286,95;73,3683;202,70;295,20;290,05;;25,92;22,52;42,14;;49,5517;87,48;32,66;128,74;19,86;145,34;350,6667;3,49;298,60;161,15
08.11.2021 00:00:00;129,22;115,38;128,6;150,60;62,41;50,49;4048;91,45;79,48;49,14;6,80;11142;16634;50,66;;11,07;23,38;28,07;56,71;71,25;193,85;107,65;13,23;42,89;44495;286,65;73,1585;209,00;291,85;290,90;;26555;23175;41715;;49,7108;85,50;31,97;128,90;19792;146,14;334,4667;3,70;286,60;163,80
09.11.2021 00:00:00;128,06;116,3;128475;154,05;61,57;50,90;4058;90,77;78,88;49,69;6,69;10,98;16512;50,90;;11,03;23,16;28,03;57,20;72,10;196,25;104,30;13114;41535;44185;291,00;73,1165;208,80;289,00;289,55;;26,40;20945;40,78;;48,6186;86,58;32,02;127,70;19764;145,84;294,4667;3,81;286,00;162,45
10.11.2021 00:00:00;122;115,36;127,1;151,75;62,02;51,24;4,04;91,03;80,52;50,30;6931;11,04;16648;51,00;;11158;22,30;27,71;55,66;72,30;196,65;104,75;13316;40,90;44,30;292,00;73,6621;206,30;285,65;288,40;;25675;19644;42,79;;49,0003;85,94;32,48;126,80;19,57;146,58;310,5667;3,80;283,60;165,25
11.11.2021 00:00:00;127,92;114,78;127375;151,60;62,59;50,91;4,04;92,01;81,40;49,68;7081;11218;16,85;52,22;;11,05;22,55;27,80;56,18;72,05;192,45;105,05;13358;42,27;44,16;293,95;73,4355;205,30;285,75;290,45;;26575;20045;43,80;;49,6471;87,10;32,70;126,76;19388;151,42;309,6667;3,97;286,60;165,40
12.11.2021 00:00:00;129,4;112,38;129,85;153925;62,63;51,05;3994;92,86;81,32;49,53;6992;11,13;17042;52,42;;11046;22,28;27,93;55,70;71,60;193,70;104,00;13228;42,80;43925;293,90;73,7881;213,90;298,10;294,25;;26,56;19956;43435;;50,2409;87,94;32,28;124,66;19,30;148,50;301,4333;4025;284,20;169,00
15.11.2021 00:00:00;127,32;115,08;130,35;156,05;62,27;50,27;4,02;93,26;80,94;50,54;7115;11192;16776;52,48;;11042;23,11;27,80;56,83;71,75;194,90;104,15;13358;42695;44295;294,20;74,4177;217,00;306,75;294,50;;26,11;20,48;43,78;;49,7744;87,94;33,24;124,38;19878;150,20;289,0333;3,72;280,20;169,80
16.11.2021 00:00:00;134,98;115,38;130,75;156,40;62,82;50,18;4076;93,21;80,60;50,62;7,10;11202;16732;52,02;;11056;23935;27,74;57,41;72,45;195,50;104,90;13188;43,23;44,75;292,90;74,9213;216,30;303,55;299,95;;26675;20,43;43,80;;52,2557;88,50;33,15;125,20;20125;153,12;310,40;3935;279,80;168,10
17.11.2021 00:00:00;133,46;114,12;130,75;156525;62,75;49,80;4,04;93,48;80,36;50,11;7121;11424;16,74;51,92;;11,07;23545;27,91;56,79;72,05;194,80;104,45;13212;42,84;44,41;294,95;74,8122;219,90;301,10;299,65;;25825;19896;44,96;;51,3225;87,12;33,20;125,62;19926;154,78;320,9667;3,85;281,00;168,00
18.11.2021 00:00:00;136,42;113,4;131675;162475;62,83;49205;4008;93,91;80,80;47215;6984;11,35;16768;50,74;;11,08;22,71;27,89;55,97;71,05;194,10;102,70;13266;43315;43,65;293,00;76,4156;220,90;297,40;299,90;;27,87;18,91;45,21;;52,1072;86,88;33,40;124,60;19796;154,84;321,7667;3,78;284,40;168,70
19.11.2021 00:00:00;137,44;109,18;132025;162875;61,70;48,09;3846;92,80;79,56;47,41;6,62;10,79;16,49;50,40;;11028;21,89;27,83;53,78;70,90;193,95;102,80;12802;43,08;43875;290,45;75,2907;221,30;306,15;304,00;;29,19;18966;45,00;;52,2133;84,92;32,80;125,00;19098;154,80;335,6667;3,77;276,00;169,40
22.11.2021 00:00:00;135,8;108,66;130,3;159,00;61,98;48365;3,96;94,35;79,42;48,85;6646;10832;16,89;52,42;;11098;22265;27,79;54,84;69,85;194,60;103,80;13092;42,70;44,31;294,20;76,2225;220,60;303,90;302,65;;28,58;18,39;45565;;52086;85,08;32,41;121,20;19118;155,80;343,3333;3,84;277,00;172,05
23.11.2021 00:00:00;132,86;111,4;129,65;158,90;63,01;48765;4,03;94,66;77,98;49,18;6,80;11,16;16978;52,44;;10658;22,75;28,10;56,10;68,60;191,70;104,10;13,05;41,60;43565;293,00;75,8111;216,00;299,85;299,90;;28,27;18,28;45445;;51524;85,50;32,45;120,72;19512;153,52;329,0333;3,96;279,00;164,95
24.11.2021 00:00:00;141,02;111,56;130,35;159775;62,20;47,74;4108;92,64;77,30;49,63;6,76;11,46;16868;52,40;;10,80;22,85;28,07;56,69;68,10;190,95;104,40;13028;41465;44,38;293,45;74,2749;216,30;304,90;301,70;;29,20;18862;45,41;;51,6725;83,28;32,88;119,00;19728;151,90;331,3333;3,87;270,80;162,25
25.11.2021 00:00:00;141,32;112,12;131,2;160,50;61,85;47545;4092;91,52;77,88;49395;6,65;11452;16,86;52,54;;11,09;23,00;27,74;56,48;69,60;189,20;104,75;13078;41,39;44,80;292,90;74,0399;216,30;305,40;303,00;;29,55;19,30;45,30;;51,9906;82,74;34,94;119,50;19508;153,94;331,6667;4,12;267,80;159,55
26.11.2021 00:00:00;136,68;101;125,7;154875;58,50;45,55;3,75;85,21;75,64;48265;6261;10,74;16,14;50,40;;10706;21,53;27,75;53,60;67,35;183,70;102,25;12012;38795;43,01;293,35;68,8353;222,00;294,90;291,55;;27835;18538;47675;;53,6342;78,06;33,53;113,82;18,20;145,20;319,4333;4,09;260,00;154,00
29.11.2021 00:00:00;143,74;100,74;128,95;157,95;58,50;45,46;3,88;86,34;76,68;49,60;6,29;10,79;16,11;50,72;;11,04;22225;26,70;54,83;67,05;184,75;105,55;12234;40645;44,34;278,95;69,9266;220,40;299,80;298,60;;29,63;18762;46475;;52,1814;79,28;35,15;118,14;18868;144,80;336,1333;4,00;255,80;154,75
30.11.2021 00:00:00;139,78;99,32;125375;154,65;58,07;44,78;3798;85,32;75,64;48465;6,20;10624;15,67;48,56;;10888;22,15;26,84;52,69;66,20;180,90;103,35;12166;40365;43385;285,00;70,0021;219,40;286,30;292,00;;28875;18178;47315;;51,7467;78,52;34,05;113,56;18,43;141,64;337,0667;3,75;245,60;152,35
01.12.2021 00:00:00;132;99,8;124,65;152275;58,20;45,00;3804;86,77;74,98;48815;6326;10652;15,70;46,81;;10,90;21985;26,51;53,00;66,40;179,35;103,50;12152;41,30;42945;280,00;70,9339;215,10;274,65;292,30;;27795;17,13;48355;;50,7287;78,52;34,50;114,80;18426;145,20;323,8667;3,71;257,00;145,50
02.12.2021 00:00:00;133,08;101,94;126,4;152,05;59,50;45155;3988;88,94;75,92;49,70;6416;11002;15684;47,27;;10918;22,30;26,60;54,15;67,45;180,90;103,65;12454;40695;43,68;282,00;72,9906;213,40;274,40;291,25;;28,42;17404;46715;;51,3013;79,90;34,35;115,40;19,35;148,00;319,7333;3,63;259,00;143,60
03.12.2021 00:00:00;127,3;98,98;125,55;149,90;58,58;44,60;3,97;87,34;75,60;49,70;6369;10722;15,55;46,75;;10752;21945;26,99;53,93;66,50;179,10;105,00;12,24;40,04;43,57;286,40;72,00;213,60;271,70;285,75;;27,10;16782;48,05;;50,8029;80,22;34,58;114,00;19,19;146,26;299,20;3805;250,80;138,80
06.12.2021 00:00:00;123,3;102,94;126875;151975;60,09;44,86;4,05;88,53;76,16;50,41;6539;11,13;15976;48,18;;11038;22,70;26,68;54,48;68,00;183,25;106,35;12524;40675;45,22;284,90;72,0084;217,50;281,75;289,50;;26655;16684;45425;;50,2197;81,02;35,27;117,12;19782;148,70;298,00;3,82;252,80;140,30
07.12.2021 00:00:00;128,52;105,8;130,7;156325;61,28;45555;4086;90,63;79,16;51,43;6524;11362;16,07;48,90;;11062;23285;27,52;55,43;68,75;185,30;107,70;12616;42,90;46,61;288,80;72,6884;221,30;286,10;297,00;;28745;17282;45,96;;50,4742;82,98;35,16;119,60;19808;153,00;310,9667;3985;264,00;144,65
08.12.2021 00:00:00;128;107,8;130,6;155175;60,28;45935;4,05;91,13;78,32;50,25;6498;11352;16104;48,62;;11132;23,68;27,88;55,00;68,30;180,70;108,25;12578;41155;45645;293,50;72,2686;222,90;291,05;294,85;;28065;17438;45,23;;51,4286;83,68;34,88;118,78;19576;151,96;314,2667;3,96;281,00;145,45
09.12.2021 00:00:00;122,32;105,12;130775;154,25;59,97;45775;4002;90,02;77,00;50,90;6,49;11022;15952;48,28;;11,30;23,16;28,18;55,49;67,65;182,10;109,75;12312;40,15;44765;294,50;72,7387;225,50;292,25;295,45;;27,04;17046;46135;;51,0256;82,56;34,93;117,50;19398;150,64;296,0667;3,94;276,60;144,70
10.12.2021 00:00:00;122,24;105,78;130,75;152,25;60,00;46895;4042;89,84;76,90;52,30;6471;10974;15868;48,25;;11,29;23175;27,94;55,62;68,25;184,35;109,55;12206;40,05;44,70;294,20;74,10;225,30;291,30;302,90;;26,66;16746;46,65;;51,1105;82,26;34,55;119,54;19,50;151,52;299,7667;3875;274,40;143,95
13.12.2021 00:00:00;118,54;102,96;129,3;150475;59,78;46,69;3,95;89,89;77,34;51,84;6479;10816;15996;47,40;;11448;22725;27,78;54,79;67,70;186,15;108,80;12154;39,95;44,31;296,00;74,16;227,80;296,55;300,95;;25,09;16348;49025;;51471;80,98;34,34;122,32;19038;150,70;285,6333;3785;275,20;143,55
14.12.2021 00:00:00;120,1;103,14;127925;150425;59,80;46,37;3944;88,50;76,22;51,21;6571;10,95;16136;47,94;;11354;22595;27,61;54,75;68,60;183,45;110,20;12,15;39,10;44225;296,10;72,20;223,30;296,20;291,70;;25175;16574;49,38;;51015;81,30;34,34;120,10;18952;148,10;283,6333;3,63;273,00;138,00
15.12.2021 00:00:00;129,56;102;129875;153,70;60,00;46,44;3926;89,19;76,36;53,20;6435;10864;16,18;47,83;;11,54;22,85;27,77;54,33;68,00;185,70;109,05;12214;40,10;44915;297,50;72,30;225,90;303,00;296,90;;27,06;16726;52,11;;52,4147;80,70;34,99;122,90;19,02;150,20;288,2333;3,47;280,00;139,55
16.12.2021 00:00:00;122,56;101,6;127,5;149075;60,21;46425;3,96;89,05;76,18;53,16;6539;10,99;16,11;48,20;;11748;23485;27,67;54,37;67,60;185,10;111,05;12164;38,93;44,87;302,60;71,00;223,60;295,25;287,00;;25,08;16186;54,03;;51,8209;80,62;34,80;121,34;19,02;149,74;272,8667;3825;276,60;137,85
17.12.2021 00:00:00;122,96;103,94;126225;151375;60,00;46,63;3902;86,82;75,84;53,93;6354;10,93;16,07;48,18;;11714;23555;28,19;53,35;67,30;183,10;113,30;11,94;39,00;45,10;300,05;68,79;220,80;297,60;288,40;;24,77;16,95;52,79;;51,9694;81,76;34,90;123,02;18,77;147,78;276,6667;3875;264,60;135,00
20.12.2021 00:00:00;120,54;102,56;125,65;148225;59,55;45,52;3,81;85,67;75,16;53,47;6,40;10754;15,77;47,19;;11,83;23,25;27,90;52,47;66,40;176,20;112,80;11884;39135;44,00;296,55;67,39;225,00;288,70;283,90;;24,63;15,95;54,08;;52,5102;79,80;34,88;120,96;18608;145,32;266,10;3645;260,80;131,40
21.12.2021 00:00:00;127,78;106,7;127,25;151,10;59,83;45565;3872;87,37;75,76;53,93;6602;10,97;15956;48,00;;12,04;24,69;27,53;53,61;67,45;179,60;113,80;12188;39,75;44905;292,60;68,99;226,10;296,40;290,00;;25,75;16,73;52,26;;51,7891;81,44;35,43;121,42;19072;146,98;277,3333;3,72;261,80;131,65
22.12.2021 00:00:00;126,9;111,02;129,2;150,75;59,95;45,60;3,94;87,22;76,50;54,24;6639;10954;15,89;47,95;;12,03;24,46;28,02;53,71;67,30;178,00;114,40;12176;39,80;44,90;294,05;69,96;228,40;290,85;293,60;;25955;16664;52,59;;51,6831;82,34;34,97;122,84;19204;147,86;296,4333;3,81;259,00;133,60
